Created as New Dataset,Sample 001 By IIST Date Wednesday, June 23 2021
cm-1,%T
2468.00,100.28
2467.00,100.29
2466.00,100.30
2465.00,100.29
2464.00,100.27
2463.00,100.26
2462.00,100.26
2461.00,100.29
2460.00,100.33
2459.00,100.37
2458.00,100.40
2457.00,100.41
2456.00,100.42
2455.00,100.42
2454.00,100.43
2453.00,100.44
2452.00,100.45
2451.00,100.45
2450.00,100.45
2449.00,100.46
2448.00,100.48
2447.00,100.51
2446.00,100.53
2445.00,100.55
2444.00,100.56
2443.00,100.56
2442.00,100.57
2441.00,100.57
2440.00,100.59
2439.00,100.61
2438.00,100.63
2437.00,100.64
2436.00,100.64
2435.00,100.65
2434.00,100.65
2433.00,100.65
2432.00,100.65
2431.00,100.66
2430.00,100.68
2429.00,100.69
2428.00,100.68
2427.00,100.67
2426.00,100.66
2425.00,100.66
2424.00,100.67
2423.00,100.66
2422.00,100.64
2421.00,100.63
2420.00,100.64
2419.00,100.65
2418.00,100.67
2417.00,100.69
2416.00,100.69
2415.00,100.69
2414.00,100.71
2413.00,100.72
2412.00,100.74
2411.00,100.75
2410.00,100.75
2409.00,100.76
2408.00,100.77
2407.00,100.77
2406.00,100.78
2405.00,100.79
2404.00,100.78
2403.00,100.76
2402.00,100.75
2401.00,100.75
2400.00,100.75
2399.00,100.76
2398.00,100.77
2397.00,100.78
2396.00,100.78
2395.00,100.77
2394.00,100.77
2393.00,100.77
2392.00,100.77
2391.00,100.77
2390.00,100.78
2389.00,100.78
2388.00,100.80
2387.00,100.82
2386.00,100.85
2385.00,100.89
2384.00,100.94
2383.00,100.99
2382.00,101.02
2381.00,101.04
2380.00,101.04
2379.00,101.06
2378.00,101.09
2377.00,101.12
2376.00,101.13
2375.00,101.11
2374.00,101.09
2373.00,101.06
2372.00,101.06
2371.00,101.08
2370.00,101.13
2369.00,101.17
2368.00,101.16
2367.00,101.11
2366.00,101.04
2365.00,101.00
2364.00,101.00
2363.00,101.05
2362.00,101.12
2361.00,101.17
2360.00,101.16
2359.00,101.13
2358.00,101.10
2357.00,101.10
2356.00,101.12
2355.00,101.14
2354.00,101.14
2353.00,101.15
2352.00,101.15
2351.00,101.15
2350.00,101.15
2349.00,101.14
2348.00,101.14
2347.00,101.15
2346.00,101.18
2345.00,101.21
2344.00,101.22
2343.00,101.22
2342.00,101.20
2341.00,101.19
2340.00,101.18
2339.00,101.17
2338.00,101.17
2337.00,101.16
2336.00,101.15
2335.00,101.16
2334.00,101.19
2333.00,101.20
2332.00,101.20
2331.00,101.19
2330.00,101.18
2329.00,101.17
2328.00,101.16
2327.00,101.15
2326.00,101.15
2325.00,101.16
2324.00,101.16
2323.00,101.16
2322.00,101.14
2321.00,101.11
2320.00,101.06
2319.00,101.03
2318.00,101.04
2317.00,101.08
2316.00,101.13
2315.00,101.16
2314.00,101.18
2313.00,101.18
2312.00,101.18
2311.00,101.19
2310.00,101.20
2309.00,101.21
2308.00,101.20
2307.00,101.18
2306.00,101.15
2305.00,101.14
2304.00,101.14
2303.00,101.14
2302.00,101.13
2301.00,101.10
2300.00,101.07
2299.00,101.06
2298.00,101.08
2297.00,101.10
2296.00,101.12
2295.00,101.14
2294.00,101.12
2293.00,101.10
2292.00,101.07
2291.00,101.07
2290.00,101.09
2289.00,101.11
2288.00,101.11
2287.00,101.10
2286.00,101.08
2285.00,101.08
2284.00,101.10
2283.00,101.13
2282.00,101.13
2281.00,101.11
2280.00,101.09
2279.00,101.08
2278.00,101.08
2277.00,101.10
2276.00,101.11
2275.00,101.12
2274.00,101.12
2273.00,101.11
2272.00,101.10
2271.00,101.11
2270.00,101.13
2269.00,101.15
2268.00,101.15
2267.00,101.15
2266.00,101.15
2265.00,101.13
2264.00,101.12
2263.00,101.11
2262.00,101.11
2261.00,101.10
2260.00,101.09
2259.00,101.10
2258.00,101.12
2257.00,101.13
2256.00,101.11
2255.00,101.10
2254.00,101.09
2253.00,101.09
2252.00,101.10
2251.00,101.11
2250.00,101.12
2249.00,101.12
2248.00,101.12
2247.00,101.14
2246.00,101.16
2245.00,101.19
2244.00,101.22
2243.00,101.25
2242.00,101.26
2241.00,101.25
2240.00,101.24
2239.00,101.26
2238.00,101.28
2237.00,101.26
2236.00,101.21
2235.00,101.17
2234.00,101.15
2233.00,101.17
2232.00,101.18
2231.00,101.19
2230.00,101.19
2229.00,101.17
2228.00,101.16
2227.00,101.16
2226.00,101.17
2225.00,101.18
2224.00,101.17
2223.00,101.15
2222.00,101.14
2221.00,101.13
2220.00,101.14
2219.00,101.17
2218.00,101.20
2217.00,101.22
2216.00,101.23
2215.00,101.22
2214.00,101.21
2213.00,101.18
2212.00,101.15
2211.00,101.13
2210.00,101.14
2209.00,101.16
2208.00,101.19
2207.00,101.23
2206.00,101.25
2205.00,101.25
2204.00,101.24
2203.00,101.23
2202.00,101.22
2201.00,101.21
2200.00,101.20
2199.00,101.22
2198.00,101.27
2197.00,101.30
2196.00,101.30
2195.00,101.29
2194.00,101.30
2193.00,101.31
2192.00,101.29
2191.00,101.26
2190.00,101.25
2189.00,101.25
2188.00,101.25
2187.00,101.24
2186.00,101.22
2185.00,101.19
2184.00,101.14
2183.00,101.10
2182.00,101.08
2181.00,101.09
2180.00,101.14
2179.00,101.23
2178.00,101.33
2177.00,101.41
2176.00,101.44
2175.00,101.43
2174.00,101.40
2173.00,101.36
2172.00,101.31
2171.00,101.26
2170.00,101.24
2169.00,101.24
2168.00,101.24
2167.00,101.22
2166.00,101.20
2165.00,101.19
2164.00,101.20
2163.00,101.22
2162.00,101.24
2161.00,101.24
2160.00,101.22
2159.00,101.16
2158.00,101.10
2157.00,101.06
2156.00,101.05
2155.00,101.08
2154.00,101.09
2153.00,101.09
2152.00,101.07
2151.00,101.06
2150.00,101.06
2149.00,101.10
2148.00,101.17
2147.00,101.26
2146.00,101.30
2145.00,101.29
2144.00,101.24
2143.00,101.21
2142.00,101.23
2141.00,101.26
2140.00,101.28
2139.00,101.27
2138.00,101.23
2137.00,101.18
2136.00,101.17
2135.00,101.18
2134.00,101.19
2133.00,101.19
2132.00,101.18
2131.00,101.18
2130.00,101.18
2129.00,101.18
2128.00,101.20
2127.00,101.23
2126.00,101.25
2125.00,101.25
2124.00,101.25
2123.00,101.26
2122.00,101.27
2121.00,101.27
2120.00,101.28
2119.00,101.30
2118.00,101.33
2117.00,101.35
2116.00,101.35
2115.00,101.35
2114.00,101.34
2113.00,101.34
2112.00,101.35
2111.00,101.39
2110.00,101.43
2109.00,101.45
2108.00,101.44
2107.00,101.43
2106.00,101.41
2105.00,101.38
2104.00,101.35
2103.00,101.34
2102.00,101.36
2101.00,101.38
2100.00,101.38
2099.00,101.37
2098.00,101.38
2097.00,101.38
2096.00,101.39
2095.00,101.39
2094.00,101.39
2093.00,101.39
2092.00,101.40
2091.00,101.40
2090.00,101.41
2089.00,101.44
2088.00,101.49
2087.00,101.55
2086.00,101.61
2085.00,101.63
2084.00,101.62
2083.00,101.59
2082.00,101.56
2081.00,101.54
2080.00,101.53
2079.00,101.54
2078.00,101.54
2077.00,101.50
2076.00,101.46
2075.00,101.45
2074.00,101.45
2073.00,101.44
2072.00,101.42
2071.00,101.40
2070.00,101.41
2069.00,101.43
2068.00,101.44
2067.00,101.45
2066.00,101.44
2065.00,101.41
2064.00,101.38
2063.00,101.37
2062.00,101.37
2061.00,101.38
2060.00,101.39
2059.00,101.42
2058.00,101.47
2057.00,101.51
2056.00,101.52
2055.00,101.55
2054.00,101.60
2053.00,101.64
2052.00,101.66
2051.00,101.66
2050.00,101.66
2049.00,101.65
2048.00,101.62
2047.00,101.59
2046.00,101.56
2045.00,101.54
2044.00,101.53
2043.00,101.52
2042.00,101.52
2041.00,101.49
2040.00,101.46
2039.00,101.45
2038.00,101.45
2037.00,101.44
2036.00,101.38
2035.00,101.33
2034.00,101.33
2033.00,101.37
2032.00,101.42
2031.00,101.46
2030.00,101.49
2029.00,101.50
2028.00,101.51
2027.00,101.51
2026.00,101.50
2025.00,101.47
2024.00,101.44
2023.00,101.43
2022.00,101.45
2021.00,101.45
2020.00,101.42
2019.00,101.39
2018.00,101.38
2017.00,101.40
2016.00,101.43
2015.00,101.48
2014.00,101.53
2013.00,101.57
2012.00,101.58
2011.00,101.57
2010.00,101.54
2009.00,101.51
2008.00,101.48
2007.00,101.48
2006.00,101.48
2005.00,101.49
2004.00,101.49
2003.00,101.50
2002.00,101.52
2001.00,101.52
2000.00,101.51
1999.00,101.51
1998.00,101.51
1997.00,101.49
1996.00,101.48
1995.00,101.50
1994.00,101.53
1993.00,101.54
1992.00,101.51
1991.00,101.49
1990.00,101.50
1989.00,101.52
1988.00,101.54
1987.00,101.58
1986.00,101.62
1985.00,101.62
1984.00,101.60
1983.00,101.56
1982.00,101.55
1981.00,101.54
1980.00,101.53
1979.00,101.54
1978.00,101.58
1977.00,101.61
1976.00,101.61
1975.00,101.60
1974.00,101.61
1973.00,101.61
1972.00,101.58
1971.00,101.55
1970.00,101.52
1969.00,101.49
1968.00,101.45
1967.00,101.44
1966.00,101.48
1965.00,101.54
1964.00,101.59
1963.00,101.61
1962.00,101.58
1961.00,101.53
1960.00,101.50
1959.00,101.53
1958.00,101.60
1957.00,101.64
1956.00,101.63
1955.00,101.59
1954.00,101.56
1953.00,101.54
1952.00,101.54
1951.00,101.56
1950.00,101.58
1949.00,101.58
1948.00,101.56
1947.00,101.54
1946.00,101.53
1945.00,101.52
1944.00,101.50
1943.00,101.50
1942.00,101.50
1941.00,101.49
1940.00,101.48
1939.00,101.48
1938.00,101.49
1937.00,101.49
1936.00,101.49
1935.00,101.50
1934.00,101.51
1933.00,101.49
1932.00,101.46
1931.00,101.45
1930.00,101.46
1929.00,101.49
1928.00,101.52
1927.00,101.56
1926.00,101.62
1925.00,101.66
1924.00,101.66
1923.00,101.63
1922.00,101.56
1921.00,101.50
1920.00,101.47
1919.00,101.50
1918.00,101.54
1917.00,101.57
1916.00,101.56
1915.00,101.55
1914.00,101.55
1913.00,101.55
1912.00,101.53
1911.00,101.51
1910.00,101.48
1909.00,101.46
1908.00,101.46
1907.00,101.48
1906.00,101.51
1905.00,101.51
1904.00,101.48
1903.00,101.46
1902.00,101.47
1901.00,101.48
1900.00,101.49
1899.00,101.50
1898.00,101.50
1897.00,101.50
1896.00,101.51
1895.00,101.52
1894.00,101.55
1893.00,101.58
1892.00,101.59
1891.00,101.59
1890.00,101.57
1889.00,101.53
1888.00,101.48
1887.00,101.46
1886.00,101.47
1885.00,101.47
1884.00,101.46
1883.00,101.45
1882.00,101.45
1881.00,101.46
1880.00,101.47
1879.00,101.47
1878.00,101.47
1877.00,101.46
1876.00,101.45
1875.00,101.46
1874.00,101.49
1873.00,101.50
1872.00,101.49
1871.00,101.48
1870.00,101.49
1869.00,101.51
1868.00,101.52
1867.00,101.53
1866.00,101.53
1865.00,101.51
1864.00,101.47
1863.00,101.45
1862.00,101.45
1861.00,101.46
1860.00,101.46
1859.00,101.46
1858.00,101.45
1857.00,101.45
1856.00,101.45
1855.00,101.45
1854.00,101.44
1853.00,101.43
1852.00,101.41
1851.00,101.40
1850.00,101.41
1849.00,101.43
1848.00,101.44
1847.00,101.44
1846.00,101.43
1845.00,101.44
1844.00,101.45
1843.00,101.46
1842.00,101.47
1841.00,101.48
1840.00,101.49
1839.00,101.50
1838.00,101.52
1837.00,101.51
1836.00,101.49
1835.00,101.47
1834.00,101.46
1833.00,101.44
1832.00,101.42
1831.00,101.43
1830.00,101.46
1829.00,101.47
1828.00,101.47
1827.00,101.46
1826.00,101.45
1825.00,101.44
1824.00,101.43
1823.00,101.43
1822.00,101.44
1821.00,101.44
1820.00,101.44
1819.00,101.44
1818.00,101.45
1817.00,101.44
1816.00,101.42
1815.00,101.40
1814.00,101.37
1813.00,101.35
1812.00,101.34
1811.00,101.35
1810.00,101.36
1809.00,101.36
1808.00,101.34
1807.00,101.33
1806.00,101.33
1805.00,101.33
1804.00,101.31
1803.00,101.30
1802.00,101.29
1801.00,101.29
1800.00,101.29
1799.00,101.29
1798.00,101.29
1797.00,101.28
1796.00,101.26
1795.00,101.23
1794.00,101.19
1793.00,101.13
1792.00,101.06
1791.00,101.01
1790.00,100.98
1789.00,100.95
1788.00,100.89
1787.00,100.84
1786.00,100.78
1785.00,100.72
1784.00,100.67
1783.00,100.61
1782.00,100.55
1781.00,100.48
1780.00,100.41
1779.00,100.34
1778.00,100.29
1777.00,100.25
1776.00,100.21
1775.00,100.17
1774.00,100.14
1773.00,100.11
1772.00,100.08
1771.00,100.06
1770.00,100.05
1769.00,100.05
1768.00,100.06
1767.00,100.08
1766.00,100.09
1765.00,100.10
1764.00,100.09
1763.00,100.09
1762.00,100.10
1761.00,100.10
1760.00,100.09
1759.00,100.07
1758.00,100.05
1757.00,100.03
1756.00,100.02
1755.00,100.02
1754.00,100.01
1753.00,100.00
1752.00,99.97
1751.00,99.94
1750.00,99.89
1749.00,99.84
1748.00,99.78
1747.00,99.72
1746.00,99.66
1745.00,99.60
1744.00,99.52
1743.00,99.45
1742.00,99.39
1741.00,99.33
1740.00,99.26
1739.00,99.19
1738.00,99.13
1737.00,99.05
1736.00,98.95
1735.00,98.85
1734.00,98.75
1733.00,98.65
1732.00,98.57
1731.00,98.49
1730.00,98.42
1729.00,98.34
1728.00,98.28
1727.00,98.23
1726.00,98.22
1725.00,98.22
1724.00,98.21
1723.00,98.21
1722.00,98.21
1721.00,98.20
1720.00,98.20
1719.00,98.25
1718.00,98.34
1717.00,98.39
1716.00,98.41
1715.00,98.42
1714.00,98.44
1713.00,98.46
1712.00,98.47
1711.00,98.49
1710.00,98.51
1709.00,98.53
1708.00,98.53
1707.00,98.52
1706.00,98.51
1705.00,98.49
1704.00,98.48
1703.00,98.47
1702.00,98.46
1701.00,98.46
1700.00,98.44
1699.00,98.40
1698.00,98.34
1697.00,98.23
1696.00,98.13
1695.00,98.07
1694.00,98.05
1693.00,98.02
1692.00,97.98
1691.00,97.95
1690.00,97.94
1689.00,97.92
1688.00,97.90
1687.00,97.86
1686.00,97.82
1685.00,97.78
1684.00,97.71
1683.00,97.63
1682.00,97.57
1681.00,97.51
1680.00,97.44
1679.00,97.38
1678.00,97.32
1677.00,97.27
1676.00,97.22
1675.00,97.19
1674.00,97.18
1673.00,97.15
1672.00,97.08
1671.00,97.01
1670.00,96.94
1669.00,96.88
1668.00,96.83
1667.00,96.80
1666.00,96.78
1665.00,96.74
1664.00,96.69
1663.00,96.64
1662.00,96.59
1661.00,96.56
1660.00,96.52
1659.00,96.47
1658.00,96.44
1657.00,96.42
1656.00,96.37
1655.00,96.33
1654.00,96.32
1653.00,96.31
1652.00,96.30
1651.00,96.30
1650.00,96.29
1649.00,96.28
1648.00,96.27
1647.00,96.26
1646.00,96.26
1645.00,96.26
1644.00,96.25
1643.00,96.24
1642.00,96.26
1641.00,96.29
1640.00,96.33
1639.00,96.37
1638.00,96.40
1637.00,96.45
1636.00,96.50
1635.00,96.57
1634.00,96.63
1633.00,96.67
1632.00,96.69
1631.00,96.73
1630.00,96.80
1629.00,96.88
1628.00,96.96
1627.00,97.03
1626.00,97.09
1625.00,97.15
1624.00,97.22
1623.00,97.31
1622.00,97.42
1621.00,97.52
1620.00,97.59
1619.00,97.66
1618.00,97.77
1617.00,97.90
1616.00,98.03
1615.00,98.12
1614.00,98.18
1613.00,98.23
1612.00,98.29
1611.00,98.36
1610.00,98.43
1609.00,98.50
1608.00,98.58
1607.00,98.66
1606.00,98.75
1605.00,98.82
1604.00,98.87
1603.00,98.93
1602.00,98.99
1601.00,99.04
1600.00,99.09
1599.00,99.15
1598.00,99.21
1597.00,99.27
1596.00,99.33
1595.00,99.38
1594.00,99.43
1593.00,99.46
1592.00,99.49
1591.00,99.52
1590.00,99.55
1589.00,99.58
1588.00,99.61
1587.00,99.63
1586.00,99.66
1585.00,99.68
1584.00,99.71
1583.00,99.74
1582.00,99.79
1581.00,99.83
1580.00,99.87
1579.00,99.91
1578.00,99.94
1577.00,99.98
1576.00,100.00
1575.00,100.02
1574.00,100.03
1573.00,100.02
1572.00,100.02
1571.00,100.03
1570.00,100.07
1569.00,100.12
1568.00,100.15
1567.00,100.17
1566.00,100.19
1565.00,100.22
1564.00,100.24
1563.00,100.26
1562.00,100.27
1561.00,100.29
1560.00,100.35
1559.00,100.39
1558.00,100.40
1557.00,100.40
1556.00,100.38
1555.00,100.37
1554.00,100.39
1553.00,100.41
1552.00,100.42
1551.00,100.42
1550.00,100.42
1549.00,100.41
1548.00,100.40
1547.00,100.41
1546.00,100.42
1545.00,100.41
1544.00,100.40
1543.00,100.39
1542.00,100.39
1541.00,100.34
1540.00,100.21
1539.00,100.09
1538.00,100.03
1537.00,99.97
1536.00,99.89
1535.00,99.79
1534.00,99.66
1533.00,99.49
1532.00,99.33
1531.00,99.22
1530.00,99.11
1529.00,98.98
1528.00,98.82
1527.00,98.65
1526.00,98.48
1525.00,98.30
1524.00,98.12
1523.00,97.93
1522.00,97.69
1521.00,97.41
1520.00,97.16
1519.00,96.95
1518.00,96.72
1517.00,96.44
1516.00,96.14
1515.00,95.88
1514.00,95.64
1513.00,95.39
1512.00,95.13
1511.00,94.91
1510.00,94.72
1509.00,94.49
1508.00,94.17
1507.00,93.73
1506.00,93.31
1505.00,93.02
1504.00,92.79
1503.00,92.57
1502.00,92.33
1501.00,92.04
1500.00,91.74
1499.00,91.43
1498.00,91.10
1497.00,90.70
1496.00,90.30
1495.00,89.98
1494.00,89.70
1493.00,89.43
1492.00,89.13
1491.00,88.81
1490.00,88.43
1489.00,88.02
1488.00,87.65
1487.00,87.32
1486.00,87.01
1485.00,86.70
1484.00,86.41
1483.00,86.12
1482.00,85.81
1481.00,85.48
1480.00,85.16
1479.00,84.88
1478.00,84.60
1477.00,84.30
1476.00,84.00
1475.00,83.72
1474.00,83.43
1473.00,83.05
1472.00,82.65
1471.00,82.32
1470.00,82.05
1469.00,81.79
1468.00,81.52
1467.00,81.25
1466.00,80.95
1465.00,80.63
1464.00,80.30
1463.00,80.03
1462.00,79.77
1461.00,79.51
1460.00,79.23
1459.00,78.93
1458.00,78.58
1457.00,78.17
1456.00,77.83
1455.00,77.58
1454.00,77.34
1453.00,77.05
1452.00,76.76
1451.00,76.49
1450.00,76.23
1449.00,75.94
1448.00,75.64
1447.00,75.35
1446.00,75.09
1445.00,74.82
1444.00,74.57
1443.00,74.33
1442.00,74.08
1441.00,73.81
1440.00,73.55
1439.00,73.31
1438.00,73.07
1437.00,72.79
1436.00,72.51
1435.00,72.28
1434.00,72.07
1433.00,71.85
1432.00,71.64
1431.00,71.46
1430.00,71.29
1429.00,71.12
1428.00,70.97
1427.00,70.84
1426.00,70.74
1425.00,70.64
1424.00,70.55
1423.00,70.49
1422.00,70.41
1421.00,70.32
1420.00,70.27
1419.00,70.28
1418.00,70.29
1417.00,70.24
1416.00,70.15
1415.00,70.05
1414.00,69.95
1413.00,69.81
1412.00,69.65
1411.00,69.51
1410.00,69.38
1409.00,69.26
1408.00,69.17
1407.00,69.12
1406.00,69.09
1405.00,69.06
1404.00,69.03
1403.00,69.00
1402.00,68.95
1401.00,68.87
1400.00,68.81
1399.00,68.78
1398.00,68.76
1397.00,68.72
1396.00,68.70
1395.00,68.75
1394.00,68.84
1393.00,68.93
1392.00,69.03
1391.00,69.16
1390.00,69.29
1389.00,69.44
1388.00,69.65
1387.00,69.90
1386.00,70.15
1385.00,70.35
1384.00,70.55
1383.00,70.76
1382.00,70.98
1381.00,71.18
1380.00,71.40
1379.00,71.63
1378.00,71.85
1377.00,72.04
1376.00,72.23
1375.00,72.48
1374.00,72.75
1373.00,73.00
1372.00,73.23
1371.00,73.44
1370.00,73.67
1369.00,73.91
1368.00,74.17
1367.00,74.43
1366.00,74.65
1365.00,74.85
1364.00,75.08
1363.00,75.37
1362.00,75.66
1361.00,75.91
1360.00,76.14
1359.00,76.36
1358.00,76.59
1357.00,76.81
1356.00,77.04
1355.00,77.28
1354.00,77.52
1353.00,77.76
1352.00,77.99
1351.00,78.24
1350.00,78.49
1349.00,78.72
1348.00,78.95
1347.00,79.18
1346.00,79.42
1345.00,79.66
1344.00,79.90
1343.00,80.12
1342.00,80.31
1341.00,80.49
1340.00,80.69
1339.00,80.92
1338.00,81.14
1337.00,81.34
1336.00,81.55
1335.00,81.75
1334.00,81.94
1333.00,82.11
1332.00,82.30
1331.00,82.50
1330.00,82.69
1329.00,82.87
1328.00,83.05
1327.00,83.24
1326.00,83.43
1325.00,83.62
1324.00,83.80
1323.00,83.96
1322.00,84.11
1321.00,84.24
1320.00,84.40
1319.00,84.58
1318.00,84.78
1317.00,84.96
1316.00,85.12
1315.00,85.28
1314.00,85.41
1313.00,85.54
1312.00,85.68
1311.00,85.84
1310.00,85.99
1309.00,86.13
1308.00,86.27
1307.00,86.41
1306.00,86.54
1305.00,86.66
1304.00,86.77
1303.00,86.89
1302.00,87.00
1301.00,87.12
1300.00,87.26
1299.00,87.40
1298.00,87.52
1297.00,87.62
1296.00,87.71
1295.00,87.81
1294.00,87.91
1293.00,88.02
1292.00,88.13
1291.00,88.25
1290.00,88.36
1289.00,88.47
1288.00,88.57
1287.00,88.67
1286.00,88.76
1285.00,88.84
1284.00,88.94
1283.00,89.03
1282.00,89.12
1281.00,89.20
1280.00,89.28
1279.00,89.34
1278.00,89.41
1277.00,89.47
1276.00,89.55
1275.00,89.63
1274.00,89.69
1273.00,89.73
1272.00,89.78
1271.00,89.83
1270.00,89.88
1269.00,89.92
1268.00,89.94
1267.00,89.96
1266.00,89.97
1265.00,89.98
1264.00,90.00
1263.00,90.05
1262.00,90.10
1261.00,90.16
1260.00,90.25
1259.00,90.35
1258.00,90.45
1257.00,90.55
1256.00,90.65
1255.00,90.76
1254.00,90.87
1253.00,90.97
1252.00,91.07
1251.00,91.15
1250.00,91.23
1249.00,91.30
1248.00,91.38
1247.00,91.47
1246.00,91.53
1245.00,91.59
1244.00,91.66
1243.00,91.73
1242.00,91.80
1241.00,91.86
1240.00,91.94
1239.00,92.02
1238.00,92.09
1237.00,92.14
1236.00,92.20
1235.00,92.26
1234.00,92.33
1233.00,92.40
1232.00,92.47
1231.00,92.53
1230.00,92.58
1229.00,92.64
1228.00,92.70
1227.00,92.77
1226.00,92.82
1225.00,92.87
1224.00,92.94
1223.00,93.01
1222.00,93.08
1221.00,93.16
1220.00,93.26
1219.00,93.35
1218.00,93.42
1217.00,93.45
1216.00,93.49
1215.00,93.53
1214.00,93.57
1213.00,93.61
1212.00,93.65
1211.00,93.69
1210.00,93.73
1209.00,93.77
1208.00,93.81
1207.00,93.83
1206.00,93.82
1205.00,93.77
1204.00,93.72
1203.00,93.66
1202.00,93.59
1201.00,93.54
1200.00,93.49
1199.00,93.44
1198.00,93.36
1197.00,93.27
1196.00,93.17
1195.00,93.06
1194.00,92.94
1193.00,92.80
1192.00,92.65
1191.00,92.48
1190.00,92.29
1189.00,92.10
1188.00,91.92
1187.00,91.73
1186.00,91.52
1185.00,91.30
1184.00,91.05
1183.00,90.77
1182.00,90.47
1181.00,90.16
1180.00,89.87
1179.00,89.57
1178.00,89.26
1177.00,88.94
1176.00,88.61
1175.00,88.27
1174.00,87.92
1173.00,87.55
1172.00,87.18
1171.00,86.77
1170.00,86.34
1169.00,85.88
1168.00,85.44
1167.00,85.01
1166.00,84.58
1165.00,84.11
1164.00,83.63
1163.00,83.13
1162.00,82.63
1161.00,82.13
1160.00,81.62
1159.00,81.14
1158.00,80.69
1157.00,80.28
1156.00,79.90
1155.00,79.56
1154.00,79.23
1153.00,78.93
1152.00,78.64
1151.00,78.39
1150.00,78.15
1149.00,77.92
1148.00,77.69
1147.00,77.46
1146.00,77.25
1145.00,77.07
1144.00,76.93
1143.00,76.81
1142.00,76.70
1141.00,76.58
1140.00,76.45
1139.00,76.35
1138.00,76.26
1137.00,76.19
1136.00,76.12
1135.00,76.06
1134.00,76.00
1133.00,75.92
1132.00,75.85
1131.00,75.79
1130.00,75.74
1129.00,75.72
1128.00,75.72
1127.00,75.77
1126.00,75.82
1125.00,75.86
1124.00,75.90
1123.00,75.95
1122.00,76.01
1121.00,76.08
1120.00,76.17
1119.00,76.28
1118.00,76.40
1117.00,76.51
1116.00,76.62
1115.00,76.74
1114.00,76.88
1113.00,77.02
1112.00,77.18
1111.00,77.37
1110.00,77.58
1109.00,77.79
1108.00,77.99
1107.00,78.20
1106.00,78.43
1105.00,78.70
1104.00,79.02
1103.00,79.36
1102.00,79.70
1101.00,80.03
1100.00,80.36
1099.00,80.69
1098.00,81.01
1097.00,81.33
1096.00,81.67
1095.00,82.05
1094.00,82.43
1093.00,82.78
1092.00,83.09
1091.00,83.38
1090.00,83.67
1089.00,83.97
1088.00,84.32
1087.00,84.68
1086.00,85.04
1085.00,85.36
1084.00,85.67
1083.00,85.95
1082.00,86.20
1081.00,86.42
1080.00,86.61
1079.00,86.81
1078.00,87.03
1077.00,87.25
1076.00,87.47
1075.00,87.64
1074.00,87.77
1073.00,87.88
1072.00,87.98
1071.00,88.08
1070.00,88.18
1069.00,88.30
1068.00,88.47
1067.00,88.68
1066.00,88.87
1065.00,89.04
1064.00,89.21
1063.00,89.39
1062.00,89.56
1061.00,89.72
1060.00,89.88
1059.00,90.07
1058.00,90.27
1057.00,90.47
1056.00,90.64
1055.00,90.77
1054.00,90.85
1053.00,90.92
1052.00,91.01
1051.00,91.12
1050.00,91.23
1049.00,91.33
1048.00,91.44
1047.00,91.55
1046.00,91.65
1045.00,91.73
1044.00,91.80
1043.00,91.87
1042.00,91.95
1041.00,92.05
1040.00,92.19
1039.00,92.34
1038.00,92.48
1037.00,92.61
1036.00,92.72
1035.00,92.83
1034.00,92.92
1033.00,92.98
1032.00,93.02
1031.00,93.05
1030.00,93.07
1029.00,93.08
1028.00,93.08
1027.00,93.07
1026.00,93.03
1025.00,92.97
1024.00,92.92
1023.00,92.90
1022.00,92.87
1021.00,92.82
1020.00,92.74
1019.00,92.64
1018.00,92.56
1017.00,92.47
1016.00,92.37
1015.00,92.23
1014.00,92.04
1013.00,91.84
1012.00,91.63
1011.00,91.40
1010.00,91.12
1009.00,90.80
1008.00,90.45
1007.00,90.11
1006.00,89.78
1005.00,89.49
1004.00,89.23
1003.00,89.00
1002.00,88.77
1001.00,88.55
1000.00,88.39
999.00,88.32
998.00,88.35
997.00,88.46
996.00,88.63
995.00,88.86
994.00,89.13
993.00,89.46
992.00,89.83
991.00,90.24
990.00,90.67
989.00,91.10
988.00,91.54
987.00,91.98
986.00,92.40
985.00,92.79
984.00,93.15
983.00,93.47
982.00,93.75
981.00,93.98
980.00,94.19
979.00,94.41
978.00,94.62
977.00,94.81
976.00,94.96
975.00,95.07
974.00,95.16
973.00,95.25
972.00,95.37
971.00,95.49
970.00,95.60
969.00,95.71
968.00,95.83
967.00,95.96
966.00,96.07
965.00,96.15
964.00,96.23
963.00,96.31
962.00,96.38
961.00,96.41
960.00,96.43
959.00,96.49
958.00,96.60
957.00,96.74
956.00,96.85
955.00,96.91
954.00,96.95
953.00,96.99
952.00,97.07
951.00,97.15
950.00,97.21
949.00,97.23
948.00,97.27
947.00,97.32
946.00,97.39
945.00,97.46
944.00,97.52
943.00,97.57
942.00,97.58
941.00,97.60
940.00,97.63
939.00,97.68
938.00,97.74
937.00,97.78
936.00,97.82
935.00,97.87
934.00,97.92
933.00,97.99
932.00,98.06
931.00,98.11
930.00,98.15
929.00,98.17
928.00,98.20
927.00,98.24
926.00,98.28
925.00,98.31
924.00,98.31
923.00,98.27
922.00,98.20
921.00,98.17
920.00,98.19
919.00,98.27
918.00,98.35
917.00,98.40
916.00,98.42
915.00,98.39
914.00,98.35
913.00,98.29
912.00,98.25
911.00,98.21
910.00,98.19
909.00,98.16
908.00,98.09
